,d_hand,d_final_hand,p_hand,p_final_hand,strategy,split,num_decks,soft_17,d_open,d_initial,d_final,d_hit,d_bust,p_initial,p_final,p_hit,p_bust,p_win
19194,"3,7","3,7","4,J","4,J,3,6",0,0,4,0,3,10,10,0,0,14,23,1,1,0
19195,"8,K","8,K","7,6","7,6",1,0,4,1,8,18,18,0,0,13,13,0,0,0
19196,"8,9","8,9","7,3","7,3,5,J",0,0,4,1,8,17,17,0,0,10,25,1,1,0
19197,"Q,4","Q,4","5,J","5,J,9",0,0,4,0,10,14,14,0,0,15,24,1,1,0
19198,"4,8","4,8","Q,6","Q,6,10",1,0,4,1,4,12,12,0,0,16,26,1,1,0
19199,"4,J","4,J","2,Q","2,Q,Q",1,0,4,1,4,14,14,0,0,12,22,1,1,0
19200,"7,2","7,2,7,8","10,6","10,6,A",0,0,4,0,7,9,24,1,1,16,17,1,0,1
19201,"A,8","A,8","9,Q","9,Q",0,0,4,1,1,19,19,0,0,19,19,0,0,0
19202,"10,2","10,2,3,A,3","5,K","5,K",0,0,4,1,10,12,19,1,0,15,15,0,0,0
19203,"9,K","9,K","10,A","10,A",0,0,4,0,9,19,19,0,0,21,21,0,0,1
19204,"7,5","7,5,5","4,K","4,K",0,0,4,1,7,12,17,1,0,14,14,0,0,0
19205,"9,3","9,3","Q,2","Q,2,4,10",0,0,4,1,9,12,12,0,0,12,26,1,1,0
19206,"3,7","3,7,5,J","J,6","J,6",0,0,4,0,3,10,25,1,1,16,16,0,0,1
19207,"10,5","10,5,J","K,7","K,7",0,0,4,0,10,15,25,1,1,17,17,0,0,1
19208,"2,Q","2,Q,3,7","A,A","A,A",0,0,4,1,2,12,22,1,1,12,12,0,0,1
19209,"3,2","3,2","2,10","2,10,10",1,0,4,1,3,5,5,0,0,12,22,1,1,0
19210,"10,4","10,4,3","9,3","9,3",1,0,4,1,10,14,17,1,0,12,12,0,0,0
19211,"Q,8","Q,8","J,A","J,A",1,0,4,1,10,18,18,0,0,21,21,0,0,1
19212,"J,K","J,K","6,Q","6,Q",0,0,4,0,10,20,20,0,0,16,16,0,0,0
19213,"Q,9","Q,9","K,7","K,7,5",0,0,4,0,10,19,19,0,0,17,22,1,1,0
19214,"2,7","2,7,10","9,6","9,6",0,0,4,1,2,9,19,1,0,15,15,0,0,0
19215,"5,6","5,6,J","2,J","2,J",0,0,4,1,5,11,21,1,0,12,12,0,0,0
19216,"K,Q","K,Q","6,7","6,7,10",0,1,4,0,10,20,20,0,0,13,23,1,1,0
19217,"K,Q","K,Q","6,9","6,9,10",0,1,4,0,10,20,20,0,0,15,25,1,1,0
19218,"4,A","4,A","10,A","10,A",1,0,4,0,4,15,15,0,0,21,21,0,0,1
19219,"9,8","9,8","9,9","9,9,Q",0,0,4,1,9,17,17,0,0,18,28,1,1,0
19220,"8,5","8,5,6","J,9","J,9",0,0,4,0,8,13,19,1,0,19,19,0,0,0
19221,"6,K","6,K","4,Q","4,Q,K",1,0,4,0,6,16,16,0,0,14,24,1,1,0
19222,"8,A","8,A","4,K","4,K",1,0,4,1,8,19,19,0,0,14,14,0,0,0
19223,"9,2","9,2,2,J","Q,J","Q,J",1,0,4,1,9,11,23,1,1,20,20,0,0,1
19224,"8,Q","8,Q","K,5","K,5",1,0,4,0,8,18,18,0,0,15,15,0,0,0
19225,"K,10","K,10","6,4","6,4,K",0,0,4,1,10,20,20,0,0,10,20,1,0,0
19226,"10,4","10,4,9","3,8","3,8,9",0,0,4,1,10,14,23,1,1,11,20,1,0,1
19227,"4,10","4,10,5","9,8","9,8",0,0,4,1,4,14,19,1,0,17,17,0,0,0
19228,"K,4","K,4,7","5,10","5,10",1,0,4,1,10,14,21,1,0,15,15,0,0,0
19229,"7,J","7,J","9,6","9,6",1,0,4,0,7,17,17,0,0,15,15,0,0,0
19230,"J,6","J,6,A","7,10","7,10",0,0,4,1,10,16,17,1,0,17,17,0,0,0
19231,"7,Q","7,Q","K,5","K,5",1,0,4,0,7,17,17,0,0,15,15,0,0,0
19232,"6,J","6,J,J","5,7","5,7",0,0,4,0,6,16,26,1,1,12,12,0,0,1
19233,"2,4","2,4","J,A","J,A",0,0,4,1,2,6,6,0,0,21,21,0,0,1
19234,"5,J","5,J,8","Q,J","Q,J",1,0,4,0,5,15,23,1,1,20,20,0,0,1
19235,"2,4","2,4,10,Q","9,2","9,2,8",0,0,4,0,2,6,26,1,1,11,19,1,0,1
19236,"3,A","3,A,5","10,8","10,8",0,0,4,1,3,14,19,1,0,18,18,0,0,0
19237,"7,2","7,2,8","2,K","2,K",1,0,4,1,7,9,17,1,0,12,12,0,0,0
19238,"9,K","9,K","4,2","4,2,K,2,5",0,0,4,1,9,19,19,0,0,6,23,1,1,0
19239,"Q,3","Q,3,Q","2,8","2,8,Q",1,0,4,0,10,13,23,1,1,10,20,1,0,1
19240,"2,4","2,4","K,A","K,A",0,0,4,1,2,6,6,0,0,21,21,0,0,1
19241,"8,A","8,A","7,2","7,2,6",0,0,4,1,8,19,19,0,0,9,15,1,0,0
19242,"3,Q","3,Q,4","4,J","4,J",0,0,4,1,3,13,17,1,0,14,14,0,0,0
19243,"A,K","A,K","4,K","4,K",0,0,4,0,1,21,21,0,0,14,14,0,0,0
19244,"A,10","A,10","8,A","8,A",1,0,4,1,1,21,21,0,0,19,19,0,0,0
19245,"8,8","8,8,3","K,4","K,4",1,0,4,0,8,16,19,1,0,14,14,0,0,0
19246,"K,9","K,9","Q,A","Q,A",0,0,4,0,10,19,19,0,0,21,21,0,0,1
19247,"6,K","6,K","8,8","8,8,J",0,0,4,0,6,16,16,0,0,16,26,1,1,0
19248,"7,J","7,J","Q,8","Q,8",1,0,4,1,7,17,17,0,0,18,18,0,0,1
19249,"4,4","4,4,A","2,3","2,3,4,J",1,0,4,0,4,8,19,1,0,5,19,1,0,0
19250,"9,J","9,J","4,3","4,3,5,8",0,0,4,1,9,19,19,0,0,7,20,1,0,1
19251,"4,8","4,8,3,3","Q,9","Q,9",1,0,4,0,4,12,18,1,0,19,19,0,0,1
19252,"5,10","5,10,9","3,7","3,7,Q",0,0,4,1,5,15,24,1,1,10,20,1,0,1
19253,"7,6","7,6,5","2,Q","2,Q",1,0,4,0,7,13,18,1,0,12,12,0,0,0
19254,"4,7","4,7","A,5","A,5,K,10",1,0,4,0,4,11,11,0,0,16,26,1,1,0
19255,"J,4","J,4,5","4,7","4,7,J",1,0,4,0,10,14,19,1,0,11,21,1,0,1
19256,"Q,10","Q,10","6,K","6,K",0,0,4,1,10,20,20,0,0,16,16,0,0,0
19257,"4,7","4,7,6","8,10","8,10,2",1,0,4,0,4,11,17,1,0,18,20,1,0,1
19258,"K,J","K,J","10,8","10,8",1,0,4,0,10,20,20,0,0,18,18,0,0,0
19259,"8,4","8,4,A,8","3,J","3,J",1,0,4,0,8,12,21,1,0,13,13,0,0,0
19260,"A,8","A,8","7,6","7,6,7",0,0,4,1,1,19,19,0,0,13,20,1,0,1
19261,"10,6","10,6,3","5,7","5,7",1,0,4,1,10,16,19,1,0,12,12,0,0,0
19262,"6,8","6,8,3","10,5","10,5",0,0,4,0,6,14,17,1,0,15,15,0,0,0
19263,"Q,4","Q,4,5","Q,7","Q,7",0,0,4,0,10,14,19,1,0,17,17,0,0,0
19264,"7,2","7,2,5,A,J","10,5","10,5",1,0,4,0,7,9,25,1,1,15,15,0,0,1
19265,"4,8","4,8","Q,6","Q,6,6",1,0,4,1,4,12,12,0,0,16,22,1,1,0
19266,"3,10","3,10","5,K","5,K,7",1,0,4,0,3,13,13,0,0,15,22,1,1,0
19267,"3,J","3,J","4,10","4,10,2,8",1,0,4,1,3,13,13,0,0,14,24,1,1,0
19268,"A,8","A,8","A,4","A,4,9,4,J",1,0,4,0,1,19,19,0,0,15,28,1,1,0
19269,"K,7","K,7","A,K","A,K",0,0,4,0,10,17,17,0,0,21,21,0,0,1
19270,"A,K","A,K","J,4","J,4",1,0,4,0,1,21,21,0,0,14,14,0,0,0
19271,"A,A","A,A","J,8","J,8,8",1,0,4,1,1,12,12,0,0,18,26,1,1,0
19272,"7,10","7,10","A,2","A,2,9,J",0,0,4,0,7,17,17,0,0,13,22,1,1,0
19273,"7,10","7,10","7,3","7,3,4,Q",0,0,4,0,7,17,17,0,0,10,24,1,1,0
19274,"J,7","J,7","9,2","9,2,10",1,0,4,1,10,17,17,0,0,11,21,1,0,1
19275,"3,K","3,K,7","10,4","10,4,7",0,0,4,0,3,13,20,1,0,14,21,1,0,1
19276,"3,5","3,5","A,K","A,K",0,0,4,0,3,8,8,0,0,21,21,0,0,1
19277,"J,8","J,8","4,8","4,8",1,0,4,0,10,18,18,0,0,12,12,0,0,0
19278,"Q,10","Q,10","J,K","J,K",1,0,4,1,10,20,20,0,0,20,20,0,0,0
19279,"7,Q","7,Q","9,4","9,4",1,0,4,0,7,17,17,0,0,13,13,0,0,0
19280,"7,7","7,7,K","8,A","8,A",1,0,4,1,7,14,24,1,1,19,19,0,0,1
19281,"4,2","4,2,8,Q","9,Q","9,Q",0,0,4,1,4,6,24,1,1,19,19,0,0,1
19282,"K,8","K,8","7,9","7,9",1,0,4,0,10,18,18,0,0,16,16,0,0,0
19283,"10,9","10,9","K,J","K,J",1,0,4,0,10,19,19,0,0,20,20,0,0,1
19284,"8,2","8,2,9","8,K","8,K",1,0,4,0,8,10,19,1,0,18,18,0,0,0
19285,"8,7","8,7,A,5","K,5","K,5",0,0,4,1,8,15,21,1,0,15,15,0,0,0
19286,"J,6","J,6","Q,6","Q,6,Q",0,0,4,1,10,16,16,0,0,16,26,1,1,0
19287,"7,K","7,K","7,6","7,6",1,0,4,1,7,17,17,0,0,13,13,0,0,0
19288,"Q,3","Q,3","3,10","3,10,A,8",0,0,4,0,10,13,13,0,0,13,22,1,1,0
19289,"10,10","10,10","2,A","2,A",1,0,4,1,10,20,20,0,0,13,13,0,0,0
19290,"2,8","2,8,2,Q","K,9","K,9",0,0,4,1,2,10,22,1,1,19,19,0,0,1
19291,"J,4","J,4,Q","10,5","10,5",1,0,4,0,10,14,24,1,1,15,15,0,0,1
19292,"7,10","7,10","8,6","8,6,9",0,0,4,1,7,17,17,0,0,14,23,1,1,0
19293,"K,A","K,A","9,4","9,4",0,0,4,0,10,21,21,0,0,13,13,0,0,0
19294,"2,Q","2,Q,8","5,A","5,A,Q",0,0,4,1,2,12,20,1,0,16,16,0,0,0
19295,"3,A","3,A,6","8,2","8,2,K",1,0,4,1,3,14,20,1,0,10,20,1,0,0
19296,"K,5","K,5,5","A,A","A,A",1,0,4,0,10,15,20,1,0,12,12,0,0,0
19297,"5,2","5,2,4,3,2,J","2,10","2,10,9",1,0,4,1,5,7,26,1,1,12,21,1,0,1
19298,"K,5","K,5","Q,2","Q,2,A,K",0,0,4,0,10,15,15,0,0,12,23,1,1,0
19299,"7,Q","7,Q","9,K","9,K",0,0,4,1,7,17,17,0,0,19,19,0,0,1
19300,"Q,6","Q,6,Q","4,J","4,J",0,0,4,1,10,16,26,1,1,14,14,0,0,1
19301,"2,6","2,6,J","10,6","10,6,4",1,0,4,1,2,8,18,1,0,16,20,1,0,1
19302,"2,7","2,7","K,A","K,A",1,0,4,1,2,9,9,0,0,21,21,0,0,1
19303,"J,10","J,10","J,3","J,3",0,0,4,0,10,20,20,0,0,13,13,0,0,0
19304,"4,4","4,4","2,5","2,5,7,8",0,0,4,0,4,8,8,0,0,7,22,1,1,0
19305,"9,Q","9,Q","2,A","2,A,2,3",0,0,4,1,9,19,19,0,0,13,18,1,0,0
19306,"A,9","A,9","5,2","5,2,8",0,0,4,1,1,20,20,0,0,7,15,1,0,0
19307,"7,Q","7,Q","Q,K","Q,K",0,0,4,0,7,17,17,0,0,20,20,0,0,1
19308,"K,J","K,J","2,6","2,6,4",1,0,4,1,10,20,20,0,0,8,12,1,0,0
19309,"J,9","J,9","6,4","6,4,A",0,0,4,0,10,19,19,0,0,10,21,1,0,1
19310,"7,5","7,5","A,J","A,J",1,0,4,0,7,12,12,0,0,21,21,0,0,1
19311,"J,Q","J,Q","Q,5","Q,5",1,0,4,0,10,20,20,0,0,15,15,0,0,0
19312,"10,Q","10,Q","9,7","9,7",1,0,4,1,10,20,20,0,0,16,16,0,0,0
19313,"8,Q","8,Q","2,10","2,10",1,0,4,0,8,18,18,0,0,12,12,0,0,0
19314,"6,5","6,5,7","K,10","K,10",1,0,4,0,6,11,18,1,0,20,20,0,0,1
19315,"3,7","3,7,Q","K,Q","K,Q",0,0,4,0,3,10,20,1,0,20,20,0,0,0
19316,"10,A","10,A","6,J","6,J",1,0,4,0,10,21,21,0,0,16,16,0,0,0
19317,"K,3","K,3,8","Q,5","Q,5",1,0,4,1,10,13,21,1,0,15,15,0,0,0
19318,"J,3","J,3,3,3","9,2","9,2,2,5",0,1,4,0,10,13,19,1,0,11,18,1,0,0
19319,"J,3","J,3","9,5","9,5,K",0,1,4,0,10,13,13,0,0,14,24,1,1,0
19320,"5,4","5,4,7,J","3,5","3,5,J",0,0,4,1,5,9,26,1,1,8,18,1,0,1
19321,"3,Q","3,Q","3,K","3,K,J",0,0,4,1,3,13,13,0,0,13,23,1,1,0
19322,"9,3","9,3,5","10,5","10,5",0,0,4,0,9,12,17,1,0,15,15,0,0,0
19323,"6,4","6,4,9","K,6","K,6",0,0,4,1,6,10,19,1,0,16,16,0,0,0
19324,"A,9","A,9","7,10","7,10,8",1,0,4,0,1,20,20,0,0,17,25,1,1,0
19325,"K,3","K,3,K","2,8","2,8,2",1,0,4,1,10,13,23,1,1,10,12,1,0,1
19326,"9,J","9,J","4,2","4,2,7,J",0,0,4,0,9,19,19,0,0,6,23,1,1,0
19327,"A,5","A,5,7,K","10,Q","10,Q",1,0,4,0,1,16,23,1,1,20,20,0,0,1
19328,"J,Q","J,Q","6,2","6,2,A",1,0,4,0,10,20,20,0,0,8,19,1,0,0
19329,"2,Q","2,Q,8","5,7","5,7,6,3",1,0,4,0,2,12,20,1,0,12,21,1,0,1
19330,"A,10","A,10","8,8","8,8",0,0,4,1,1,21,21,0,0,16,16,0,0,0
19331,"J,J","J,J","2,4","2,4,10",0,0,4,0,10,20,20,0,0,6,16,1,0,0
19332,"A,8","A,8","A,9","A,9",0,0,4,1,1,19,19,0,0,20,20,0,0,1
19333,"6,5","6,5,7","A,9","A,9",0,0,4,0,6,11,18,1,0,20,20,0,0,1
19334,"J,4","J,4,4","3,J","3,J",0,0,4,0,10,14,18,1,0,13,13,0,0,0
19335,"Q,K","Q,K","9,10","9,10",0,1,4,1,10,20,20,0,0,19,19,0,0,0
19336,"Q,K","Q,K","9,6","9,6",0,1,4,1,10,20,20,0,0,15,15,0,0,0
19337,"5,6","5,6,2,K","A,4","A,4,6",1,0,4,0,5,11,23,1,1,15,21,1,0,1
19338,"8,5","8,5,J","A,4","A,4",1,0,4,1,8,13,23,1,1,15,15,0,0,1
19339,"K,6","K,6","9,5","9,5,8",0,0,4,1,10,16,16,0,0,14,22,1,1,0
19340,"3,8","3,8,10","Q,9","Q,9",0,0,4,0,3,11,21,1,0,19,19,0,0,0
19341,"3,10","3,10","7,3","7,3,8,K",0,0,4,1,3,13,13,0,0,10,28,1,1,0
19342,"2,5","2,5","3,J","3,J,Q",1,0,4,1,2,7,7,0,0,13,23,1,1,0
19343,"8,A","8,A","4,5","4,5,K",1,0,4,0,8,19,19,0,0,9,19,1,0,0
19344,"A,Q","A,Q","8,A","8,A",1,0,4,1,1,21,21,0,0,19,19,0,0,0
19345,"Q,8","Q,8","3,5","3,5,A",0,0,4,1,10,18,18,0,0,8,19,1,0,1
19346,"7,4","7,4,K","J,9","J,9",0,0,4,0,7,11,21,1,0,19,19,0,0,0
19347,"A,A","A,A","7,K","7,K,J",1,0,4,1,1,12,12,0,0,17,27,1,1,0
19348,"8,6","8,6,9","K,5","K,5",0,0,4,0,8,14,23,1,1,15,15,0,0,1
19349,"4,4","4,4,3,2,4","8,4","8,4,2,6",1,0,4,0,4,8,17,1,0,12,20,1,0,1
19350,"6,8","6,8,K","6,9","6,9",0,0,4,0,6,14,24,1,1,15,15,0,0,1
19351,"4,Q","4,Q","A,4","A,4,7,4,8",1,0,4,1,4,14,14,0,0,15,24,1,1,0
19352,"2,3","2,3","Q,6","Q,6,8",1,0,4,1,2,5,5,0,0,16,24,1,1,0
19353,"7,J","7,J","A,6","A,6",1,0,4,1,7,17,17,0,0,17,17,0,0,0
19354,"2,6","2,6","6,4","6,4,6,6",1,0,4,0,2,8,8,0,0,10,22,1,1,0
19355,"7,4","7,4,4,Q","J,5","J,5",1,0,4,1,7,11,25,1,1,15,15,0,0,1
19356,"K,9","K,9","5,9","5,9",1,0,4,1,10,19,19,0,0,14,14,0,0,0
19357,"J,10","J,10","10,5","10,5",0,0,4,1,10,20,20,0,0,15,15,0,0,0
19358,"J,3","J,3","7,8","7,8,Q",0,0,4,0,10,13,13,0,0,15,25,1,1,0
19359,"J,Q","J,Q","8,A","8,A",1,0,4,1,10,20,20,0,0,19,19,0,0,0
19360,"J,9","J,9","6,K","6,K",1,0,4,1,10,19,19,0,0,16,16,0,0,0
19361,"8,K","8,K","K,10","K,10",0,0,4,0,8,18,18,0,0,20,20,0,0,1
19362,"Q,3","Q,3,10","6,2","6,2,4,A",0,0,4,0,10,13,23,1,1,8,13,1,0,1
19363,"9,4","9,4,6","9,5","9,5",1,0,4,1,9,13,19,1,0,14,14,0,0,0
19364,"6,A","6,A,K","3,7","3,7,3",0,0,4,1,6,17,17,0,0,10,13,1,0,0
19365,"6,4","6,4,10","4,J","4,J,3,4",1,0,4,0,6,10,20,1,0,14,21,1,0,1
19366,"10,4","10,4,K","9,K","9,K",1,0,4,0,10,14,24,1,1,19,19,0,0,1
19367,"J,7","J,7","8,5","8,5",1,0,4,1,10,17,17,0,0,13,13,0,0,0
19368,"9,6","9,6,6","K,3","K,3",0,0,4,1,9,15,21,1,0,13,13,0,0,0
19369,"5,J","5,J,9","Q,3","Q,3,3,2",0,0,4,1,5,15,24,1,1,13,18,1,0,1
19370,"3,8","3,8,K","A,6","A,6",0,0,4,0,3,11,21,1,0,17,17,0,0,0
19371,"3,6","3,6","9,6","9,6,3,5",1,0,4,0,3,9,9,0,0,15,23,1,1,0
19372,"10,K","10,K","10,A","10,A",0,0,4,1,10,20,20,0,0,21,21,0,0,1
19373,"8,4","8,4,Q","4,J","4,J",0,0,4,1,8,12,22,1,1,14,14,0,0,1
19374,"9,J","9,J","4,2","4,2,8,10",0,0,4,1,9,19,19,0,0,6,24,1,1,0
19375,"4,8","4,8,10","2,J","2,J",0,0,4,1,4,12,22,1,1,12,12,0,0,1
19376,"7,J","7,J","A,3","A,3",1,0,4,1,7,17,17,0,0,14,14,0,0,0
19377,"3,7","3,7,6,4","4,A","4,A,8,6",1,0,4,0,3,10,20,1,0,15,19,1,0,0
19378,"2,10","2,10,10","4,5","4,5,5",0,0,4,0,2,12,22,1,1,9,14,1,0,1
19379,"A,6","A,6","7,2","7,2,8,2",0,0,4,0,1,17,17,0,0,9,19,1,0,1
19380,"10,10","10,10","9,5","9,5",0,0,4,1,10,20,20,0,0,14,14,0,0,0
19381,"7,K","7,K","9,8","9,8",1,0,4,0,7,17,17,0,0,17,17,0,0,0
19382,"6,A","6,A","K,5","K,5,8",0,0,4,0,6,17,17,0,0,15,23,1,1,0
19383,"K,J","K,J","8,2","8,2,8",1,0,4,1,10,20,20,0,0,10,18,1,0,0
19384,"2,K","2,K","10,7","10,7,5",0,0,4,1,2,12,12,0,0,17,22,1,1,0
19385,"2,9","2,9","A,10","A,10",0,0,4,1,2,11,11,0,0,21,21,0,0,1
19386,"9,Q","9,Q","2,J","2,J,10",0,0,4,0,9,19,19,0,0,12,22,1,1,0
19387,"4,9","4,9","4,8","4,8,10",1,0,4,1,4,13,13,0,0,12,22,1,1,0
19388,"9,7","9,7,4","3,5","3,5,5",1,0,4,1,9,16,20,1,0,8,13,1,0,0
19389,"Q,Q","Q,Q","2,10","2,10",0,0,4,1,10,20,20,0,0,12,12,0,0,0
19390,"10,9","10,9","2,2","2,2,3,7",0,0,4,1,10,19,19,0,0,4,14,1,0,0
19391,"3,Q","3,Q,Q","J,4","J,4,6",0,0,4,0,3,13,23,1,1,14,20,1,0,1
19392,"7,2","7,2","J,A","J,A",1,0,4,1,7,9,9,0,0,21,21,0,0,1
19393,"Q,6","Q,6,7","4,A","4,A",1,0,4,1,10,16,23,1,1,15,15,0,0,1
19394,"J,5","J,5,6","5,5","5,5,2,8",0,0,4,0,10,15,21,1,0,10,20,1,0,0
19395,"8,7","8,7,10","9,J","9,J",0,0,4,0,8,15,25,1,1,19,19,0,0,1
19396,"7,6","7,6,9","J,3","J,3",1,0,4,1,7,13,22,1,1,13,13,0,0,1
19397,"2,A","2,A,4,J","5,K","5,K,5",1,0,4,1,2,13,17,1,0,15,20,1,0,1
19398,"7,A","7,A","5,K","5,K",1,0,4,1,7,18,18,0,0,15,15,0,0,0
19399,"2,9","2,9,Q","2,Q","2,Q",0,0,4,1,2,11,21,1,0,12,12,0,0,0
19400,"8,9","8,9","6,A","6,A",1,0,4,0,8,17,17,0,0,17,17,0,0,0
19401,"J,K","J,K","3,J","3,J",1,0,4,0,10,20,20,0,0,13,13,0,0,0
19402,"2,2","2,2","7,6","7,6,K",1,0,4,0,2,4,4,0,0,13,23,1,1,0
19403,"Q,2","Q,2,Q","K,2","K,2,A",0,0,4,1,10,12,22,1,1,12,13,1,0,1
19404,"K,6","K,6","10,A","10,A",1,0,4,1,10,16,16,0,0,21,21,0,0,1
19405,"5,10","5,10,Q","10,K","10,K",0,0,4,1,5,15,25,1,1,20,20,0,0,1
19406,"A,9","A,9","Q,6","Q,6,8",1,0,4,1,1,20,20,0,0,16,24,1,1,0
19407,"K,5","K,5,5","K,8","K,8",1,0,4,0,10,15,20,1,0,18,18,0,0,0
19408,"A,7","A,7","3,7","3,7,Q",1,0,4,1,1,18,18,0,0,10,20,1,0,1
19409,"10,5","10,5,J","Q,5","Q,5",1,0,4,0,10,15,25,1,1,15,15,0,0,1
19410,"K,2","K,2,5","7,J","7,J,4",0,0,4,1,10,12,17,1,0,17,21,1,0,1
19411,"9,7","9,7,6","K,3","K,3",0,0,4,1,9,16,22,1,1,13,13,0,0,1
19412,"A,4","A,4,2","3,K","3,K,2,6",1,0,4,0,1,15,17,1,0,13,21,1,0,1
19413,"4,Q","4,Q,3","A,2","A,2",0,0,4,1,4,14,17,1,0,13,13,0,0,0
19414,"10,Q","10,Q","J,7","J,7",1,0,4,1,10,20,20,0,0,17,17,0,0,0
19415,"A,K","A,K","8,A","8,A",0,0,4,0,1,21,21,0,0,19,19,0,0,0
19416,"8,7","8,7,K","4,2","4,2,A",1,0,4,1,8,15,25,1,1,6,17,1,0,1
19417,"5,9","5,9,8","6,7","6,7",0,0,4,1,5,14,22,1,1,13,13,0,0,1
19418,"9,7","9,7,4","3,K","3,K",1,0,4,1,9,16,20,1,0,13,13,0,0,0
19419,"J,3","J,3,A,8","9,A","9,A",1,0,4,0,10,13,22,1,1,20,20,0,0,1
19420,"7,3","7,3,9","3,Q","3,Q",0,0,4,0,7,10,19,1,0,13,13,0,0,0
19421,"3,8","3,8","A,Q","A,Q",1,0,4,0,3,11,11,0,0,21,21,0,0,1
19422,"2,9","2,9","9,3","9,3,5,K",0,0,4,0,2,11,11,0,0,12,27,1,1,0
19423,"K,5","K,5,7","7,5","7,5",1,0,4,0,10,15,22,1,1,12,12,0,0,1
19424,"A,K","A,K","7,4","7,4",1,0,4,1,1,21,21,0,0,11,11,0,0,0
19425,"6,6","6,6","5,A","5,A,6,5,J",1,0,4,1,6,12,12,0,0,16,27,1,1,0
19426,"2,10","2,10,9","9,10","9,10",1,0,4,1,2,12,21,1,0,19,19,0,0,0
19427,"10,2","10,2,Q","J,J","J,J",0,0,4,1,10,12,22,1,1,20,20,0,0,1
19428,"6,4","6,4","3,2","3,2,A,K,7",1,0,4,0,6,10,10,0,0,5,23,1,1,0
19429,"5,2","5,2","A,Q","A,Q",1,0,4,0,5,7,7,0,0,21,21,0,0,1
19430,"3,6","3,6,K","A,4","A,4",0,0,4,1,3,9,19,1,0,15,15,0,0,0
19431,"8,J","8,J","K,K","K,K",1,0,4,1,8,18,18,0,0,20,20,0,0,1
19432,"J,K","J,K","8,A","8,A",1,0,4,1,10,20,20,0,0,19,19,0,0,0
19433,"4,9","4,9,7","6,6","6,6,7",1,0,4,0,4,13,20,1,0,12,19,1,0,0
19434,"5,K","5,K,6","J,4","J,4,7",0,0,4,0,5,15,21,1,0,14,21,1,0,0
19435,"3,3","3,3","K,4","K,4,Q",1,0,4,1,3,6,6,0,0,14,24,1,1,0
19436,"10,Q","10,Q","4,K","4,K",0,0,4,0,10,20,20,0,0,14,14,0,0,0
19437,"J,K","J,K","3,2","3,2,K,Q",0,0,4,1,10,20,20,0,0,5,25,1,1,0
19438,"8,5","8,5,5","8,Q","8,Q",1,0,4,1,8,13,18,1,0,18,18,0,0,0
19439,"K,9","K,9","2,9","2,9,K",1,0,4,0,10,19,19,0,0,11,21,1,0,1
19440,"2,Q","2,Q,10","8,9","8,9",0,0,4,0,2,12,22,1,1,17,17,0,0,1
19441,"6,3","6,3,6,5","Q,4","Q,4,6",1,0,4,1,6,9,20,1,0,14,20,1,0,0
19442,"7,J","7,J","6,3","6,3,A",0,0,4,1,7,17,17,0,0,9,20,1,0,1
19443,"8,6","8,6","A,10","A,10",1,0,4,1,8,14,14,0,0,21,21,0,0,1
19444,"K,8","K,8","9,4","9,4",1,0,4,0,10,18,18,0,0,13,13,0,0,0
19445,"7,5","7,5","10,A","10,A",0,0,4,0,7,12,12,0,0,21,21,0,0,1
19446,"9,7","9,7,K","4,Q","4,Q",0,0,4,0,9,16,26,1,1,14,14,0,0,1
19447,"7,2","7,2,6,10","3,A","3,A",0,0,4,1,7,9,25,1,1,14,14,0,0,1
19448,"2,9","2,9,J","K,K","K,K",0,0,4,0,2,11,21,1,0,20,20,0,0,0
19449,"8,9","8,9","9,7","9,7",0,0,4,0,8,17,17,0,0,16,16,0,0,0
19450,"K,J","K,J","3,9","3,9",1,0,4,1,10,20,20,0,0,12,12,0,0,0
19451,"9,Q","9,Q","J,8","J,8",1,0,4,1,9,19,19,0,0,18,18,0,0,0
19452,"J,J","J,J","8,9","8,9",1,0,4,1,10,20,20,0,0,17,17,0,0,0
19453,"5,6","5,6,J","6,6","6,6,9",1,0,4,1,5,11,21,1,0,12,21,1,0,0
19454,"8,2","8,2,4,J","K,8","K,8",1,0,4,0,8,10,24,1,1,18,18,0,0,1
19455,"6,3","6,3,Q","K,J","K,J",0,0,4,0,6,9,19,1,0,20,20,0,0,1
19456,"2,3","2,3,Q,4","2,8","2,8,Q",0,0,4,1,2,5,19,1,0,10,20,1,0,1
19457,"10,A","10,A","3,8","3,8",1,0,4,0,10,21,21,0,0,11,11,0,0,0
19458,"5,K","5,K","Q,8","Q,8,8",0,0,4,0,5,15,15,0,0,18,26,1,1,0
19459,"J,3","J,3,6","2,7","2,7,9",1,0,4,0,10,13,19,1,0,9,18,1,0,0
19460,"2,5","2,5","A,J","A,J",1,0,4,1,2,7,7,0,0,21,21,0,0,1
19461,"2,3","2,3,10,A,K","9,6","9,6,5",1,0,4,0,2,5,26,1,1,15,20,1,0,1
19462,"2,8","2,8","A,7","A,7,6,Q",0,0,4,0,2,10,10,0,0,18,24,1,1,0
19463,"2,8","2,8,2,7","3,2","3,2,A",0,0,4,0,2,10,19,1,0,5,16,1,0,0
19464,"3,4","3,4,5,4,7","9,8","9,8",0,0,4,0,3,7,23,1,1,17,17,0,0,1
19465,"9,A","9,A","9,2","9,2,J",1,0,4,1,9,20,20,0,0,11,21,1,0,1
